DateTime(UTC),CRNP
2017-03-24 09:46:00,25.208812299637145
2017-03-24 10:46:00,25.69721044045335
2017-03-24 11:46:00,25.629772892757003
2017-03-24 12:46:00,25.529330922092846
2017-03-24 13:46:00,25.369495615000158
2017-03-24 14:46:00,25.127782102972496
2017-03-24 15:46:00,24.872465038031997
2017-03-24 16:46:00,24.566483271847513
2017-03-24 17:46:00,24.518958845434156
2017-03-24 18:46:00,25.06290879916722
2017-03-24 19:46:00,25.38703236875179
2017-03-24 20:46:00,25.28262003582445
2017-03-24 21:46:00,25.123578518077526
2017-03-24 22:46:00,24.754507008957262
2017-03-24 23:46:00,24.69619589902199
2017-03-25 00:46:00,24.769936683237447
2017-03-25 01:46:00,24.858324093187996
2017-03-25 02:46:00,24.971876536415515
2017-03-25 03:46:00,25.34531074141661
2017-03-25 04:46:00,25.555924609792907
2017-03-25 05:46:00,25.714154033830972
2017-03-25 06:46:00,25.25079238194271
2017-03-25 07:46:00,24.58051696111249
2017-03-25 08:46:00,24.978420351428486
2017-03-25 09:46:00,25.263491519973996
2017-03-25 10:46:00,25.40486281336014
2017-03-25 11:46:00,25.2153582152597
2017-03-25 12:46:00,25.160933316972994
2017-03-25 13:46:00,25.322345028344557
2017-03-25 14:46:00,25.492692532365446
2017-03-25 15:46:00,25.470842397875803
2017-03-25 16:46:00,25.414201935597042
2017-03-25 17:46:00,25.10214675316894
2017-03-25 18:46:00,24.817301417676088
2017-03-25 19:46:00,24.896274353081516
2017-03-25 20:46:00,24.576721151522126
2017-03-25 21:46:00,24.190273308222544
2017-03-25 22:46:00,24.160741464486552
2017-03-25 23:46:00,24.3425920953417
2017-03-26 00:46:00,24.22773502107849
2017-03-26 01:46:00,23.899857703889335
2017-03-26 02:46:00,23.871515544778394
2017-03-26 03:46:00,23.8487009166458
2017-03-26 04:46:00,23.97466661839331
2017-03-26 05:46:00,24.071948550213314
2017-03-26 06:46:00,24.222334223627502
2017-03-26 07:46:00,24.179852698842886
2017-03-26 08:46:00,24.097766062003327
2017-03-26 09:46:00,24.00952203947012
2017-03-26 10:46:00,23.772128416295455
2017-03-26 11:46:00,23.564160719311907
2017-03-26 12:46:00,23.57755373443087
2017-03-26 13:46:00,23.54865880884615
2017-03-26 14:46:00,23.353418523660107
2017-03-26 15:46:00,23.118542325313946
2017-03-26 16:46:00,22.824419914695792
2017-03-26 17:46:00,23.11552219957825
2017-03-26 18:46:00,23.345751531627045
2017-03-26 19:46:00,23.774171233886555
2017-03-26 20:46:00,23.814371669098268
2017-03-26 21:46:00,24.11080354536802
2017-03-26 22:46:00,24.29553067378115
2017-03-26 23:46:00,24.374629197584255
2017-03-27 00:46:00,24.37032184414858
2017-03-27 01:46:00,24.737941783326676
2017-03-27 02:46:00,24.853784334621757
2017-03-27 03:46:00,25.222465002616122
2017-03-27 04:46:00,25.324725931783913
2017-03-27 05:46:00,24.98479559476987
2017-03-27 06:46:00,24.951700039590587
2017-03-27 07:46:00,24.353550426205476
2017-03-27 08:46:00,24.59808471045688
2017-03-27 09:46:00,24.64367642423949
2017-03-27 10:46:00,24.5420241834164
2017-03-27 11:46:00,24.63364866857239
2017-03-27 12:46:00,24.86346530357146
2017-03-27 13:46:00,24.71108485562641
2017-03-27 14:46:00,24.57490149416613
2017-03-27 15:46:00,24.196715083212908
2017-03-27 16:46:00,24.056908411230502
2017-03-27 17:46:00,23.72203231876664
2017-03-27 18:46:00,23.38166536134313
2017-03-27 19:46:00,23.57883565645397
2017-03-27 20:46:00,22.980866389403644
2017-03-27 21:46:00,22.918636679332124
2017-03-27 22:46:00,22.880640543337567
2017-03-27 23:46:00,23.0468002226932
2017-03-28 00:46:00,22.95084017775497
2017-03-28 01:46:00,22.899373342303576
2017-03-28 02:46:00,23.0233075492275
2017-03-28 03:46:00,23.714750855375833
2017-03-28 04:46:00,23.883345347861805
2017-03-28 05:46:00,24.467031381159675
2017-03-28 06:46:00,25.117625816708305
2017-03-28 07:46:00,25.320172001060808
2017-03-28 08:46:00,25.731812401221347
2017-03-28 09:46:00,25.759315371998394
2017-03-28 10:46:00,25.879176317128106
2017-03-28 11:46:00,26.030832286932842
2017-03-28 12:46:00,26.11709256044169
2017-03-28 13:46:00,26.47238387807293
2017-03-28 14:46:00,26.55016234252351
2017-03-28 15:46:00,26.331569628138023
2017-03-28 16:46:00,26.516840052133922
2017-03-28 17:46:00,26.571751938924002
2017-03-28 18:46:00,26.453998783019657
2017-03-28 19:46:00,26.574709838800143
2017-03-28 20:46:00,26.6142699996347
2017-03-28 21:46:00,26.622922733180765
2017-03-28 22:46:00,26.58543581536289
2017-03-28 23:46:00,26.572506420781544
2017-03-29 00:46:00,26.682431809123425
2017-03-29 01:46:00,26.701766127016786
2017-03-29 02:46:00,26.6634268382141
2017-03-29 03:46:00,26.692618115586818
2017-03-29 04:46:00,26.493297645351028
2017-03-29 05:46:00,26.5340124687518
2017-03-29 06:46:00,26.423340175191935
2017-03-29 07:46:00,26.274955777620985
2017-03-29 08:46:00,26.224280995818784
2017-03-29 09:46:00,26.176220692235734
2017-03-29 10:46:00,26.28927191901727
2017-03-29 11:46:00,26.143627877198544
2017-03-29 12:46:00,25.960598216220383
2017-03-29 13:46:00,25.79140785494511
2017-03-29 14:46:00,25.405050610002277
2017-03-29 15:46:00,24.963385393406597
2017-03-29 16:46:00,24.862925459161055
2017-03-29 17:46:00,24.360320880866006
2017-03-29 18:46:00,23.92552010146639
2017-03-29 19:46:00,23.93482651522138
2017-03-29 20:46:00,23.983152103325097
2017-03-29 21:46:00,23.782020957605532
2017-03-29 22:46:00,23.6060041244473
2017-03-29 23:46:00,23.283010111913114
2017-03-30 00:46:00,23.382558353348845
2017-03-30 01:46:00,23.361737693495012
2017-03-30 02:46:00,23.733705112775137
2017-03-30 03:46:00,24.032929752317457
2017-03-30 04:46:00,24.14892100467571
2017-03-30 05:46:00,24.164747420070178
2017-03-30 06:46:00,24.717510327958404
2017-03-30 07:46:00,24.664346437542665
2017-03-30 08:46:00,24.69754503880795
2017-03-30 09:46:00,24.912740194718616
2017-03-30 10:46:00,24.78813530370242
2017-03-30 11:46:00,24.795838298200724
2017-03-30 12:46:00,24.601050954558122
2017-03-30 13:46:00,24.547129161990075
2017-03-30 14:46:00,24.23875618995351
2017-03-30 15:46:00,24.01106855883747
2017-03-30 16:46:00,23.939817718987534
2017-03-30 17:46:00,24.031194434606913
2017-03-30 18:46:00,23.67990746480443
2017-03-30 19:46:00,23.693336583134354
2017-03-30 20:46:00,23.64950029124293
2017-03-30 21:46:00,23.707876877682207
2017-03-30 22:46:00,23.80080602608342
2017-03-30 23:46:00,24.230762570711786
2017-03-31 00:46:00,24.604284385178804
2017-03-31 01:46:00,24.571607887175954
2017-03-31 02:46:00,24.60967986277371
2017-03-31 03:46:00,24.91425351607829
2017-03-31 04:46:00,24.934761723431382
2017-03-31 05:46:00,25.252615258726617
2017-03-31 06:46:00,25.401798745954828
2017-03-31 07:46:00,25.557150824286524
2017-03-31 08:46:00,25.79724728341851
2017-03-31 09:46:00,25.828615430198944
2017-03-31 10:46:00,26.16176579576031
2017-03-31 11:46:00,26.509816878642344
2017-03-31 12:46:00,26.418710958034737
2017-03-31 13:46:00,26.848654114181684
2017-03-31 14:46:00,27.31984506987159
2017-03-31 15:46:00,27.705508313864364
2017-03-31 16:46:00,28.055711372073354
2017-03-31 17:46:00,28.16966068259091
2017-03-31 18:46:00,28.231991300441532
2017-03-31 19:46:00,28.341395518701944
2017-03-31 20:46:00,28.083201597401846
2017-03-31 21:46:00,28.139456431668684
2017-03-31 22:46:00,28.346479707651582
2017-03-31 23:46:00,28.193411078806374
2017-04-01 00:46:00,28.237724297071836
2017-04-01 01:46:00,28.11789865532626
2017-04-01 02:46:00,28.16127141137301
2017-04-01 03:46:00,27.965089592517334
2017-04-01 04:46:00,28.167631650442154
2017-04-01 05:46:00,28.00665009472595
2017-04-01 06:46:00,28.448837260253846
2017-04-01 07:46:00,28.30494347839766
2017-04-01 08:46:00,28.522178232154488
2017-04-01 09:46:00,28.689878158162024
2017-04-01 10:46:00,28.309568832896332
2017-04-01 11:46:00,27.9728784857282
2017-04-01 12:46:00,27.803305206826945
2017-04-01 13:46:00,27.7749913623113
2017-04-01 14:46:00,27.86828843691364
2017-04-01 15:46:00,28.153539405040068
2017-04-01 16:46:00,28.182266770432324
2017-04-01 17:46:00,28.85782863530619
2017-04-01 18:46:00,28.945823584977827
2017-04-01 19:46:00,29.500681979510446
2017-04-01 20:46:00,30.081594747873186
2017-04-01 21:46:00,30.32220991547185
2017-04-01 22:46:00,30.538193776480178
2017-04-01 23:46:00,31.271601049309446
2017-04-02 00:46:00,31.634740917739123
2017-04-02 01:46:00,32.17572799821192
2017-04-02 02:46:00,32.41911205112784
2017-04-02 03:46:00,31.942394566036157
2017-04-02 04:46:00,32.115174674818306
2017-04-02 05:46:00,31.95008416622186
2017-04-02 06:46:00,32.03980992023367
2017-04-02 07:46:00,31.905375315954114
2017-04-02 08:46:00,31.65439918685874
2017-04-02 09:46:00,31.94766465926715
2017-04-02 10:46:00,32.02392636073792
2017-04-02 11:46:00,31.550774435440122
2017-04-02 12:46:00,31.701296554242802
2017-04-02 13:46:00,31.452475042067483
2017-04-02 14:46:00,30.923497955930344
2017-04-02 15:46:00,31.368479322902676
2017-04-02 16:46:00,30.975272522570783
2017-04-02 17:46:00,30.80896872844629
2017-04-02 18:46:00,30.537293191035133
2017-04-02 19:46:00,30.438331012713782
2017-04-02 20:46:00,30.12614566186396
2017-04-02 21:46:00,29.246978721721266
2017-04-02 22:46:00,29.024069260435866
2017-04-02 23:46:00,29.11330430686782
2017-04-03 00:46:00,28.780547558792453
2017-04-03 01:46:00,28.478526151877908
2017-04-03 02:46:00,28.15213227584415
2017-04-03 03:46:00,27.754308108386823
2017-04-03 04:46:00,27.914058494643623
2017-04-03 05:46:00,27.49153645286212
2017-04-03 06:46:00,27.249073784115513
2017-04-03 07:46:00,27.046522070832147
2017-04-03 08:46:00,26.88910955154246
2017-04-03 09:46:00,27.145899551121172
2017-04-03 10:46:00,27.371223656725984
2017-04-03 11:46:00,27.43193286464117
2017-04-03 12:46:00,27.209777191175817
2017-04-03 13:46:00,27.230553499134974
2017-04-03 14:46:00,27.647260592576277
2017-04-03 15:46:00,27.17974217472196
2017-04-03 16:46:00,26.665869312667105
2017-04-03 17:46:00,26.54426168478123
2017-04-03 18:46:00,26.198166419960213
2017-04-03 19:46:00,25.800781365425575
2017-04-03 20:46:00,25.686788004972733
2017-04-03 21:46:00,25.16693555104809
2017-04-03 22:46:00,24.662366057246604
2017-04-03 23:46:00,24.209388069937106
2017-04-04 00:46:00,24.206285044336514
2017-04-04 01:46:00,23.985790659969922
2017-04-04 02:46:00,23.882110063101457
2017-04-04 03:46:00,24.034268439288926
2017-04-04 04:46:00,24.06848726540425
2017-04-04 05:46:00,23.962935647432214
2017-04-04 06:46:00,24.29281034962903
2017-04-04 07:46:00,24.465723496824367
2017-04-04 08:46:00,24.404062100605234
2017-04-04 09:46:00,24.55701287360293
2017-04-04 10:46:00,24.564393029888382
2017-04-04 11:46:00,24.47581630652009
2017-04-04 12:46:00,24.402202613734925
2017-04-04 13:46:00,24.089098453223574
2017-04-04 14:46:00,23.904865637932186
2017-04-04 15:46:00,23.56421263797345
2017-04-04 16:46:00,23.394048310534345
2017-04-04 17:46:00,23.28181200189916
2017-04-04 18:46:00,23.070500326370794
2017-04-04 19:46:00,23.00905909815682
2017-04-04 20:46:00,23.135633166427063
2017-04-04 21:46:00,23.314666266132168
2017-04-04 22:46:00,23.15959206538008
2017-04-04 23:46:00,23.185688122466686
2017-04-05 00:46:00,22.73604298268907
2017-04-05 01:46:00,22.830791869714552
2017-04-05 02:46:00,23.105645279596953
2017-04-05 03:46:00,23.30418463528025
2017-04-05 04:46:00,23.426156218163342
2017-04-05 05:46:00,23.636870984970926
2017-04-05 06:46:00,23.81864939367603
2017-04-05 07:46:00,24.15332961356082
2017-04-05 08:46:00,23.934084637820817
2017-04-05 09:46:00,23.59456101717119
2017-04-05 10:46:00,23.727705107307475
2017-04-05 11:46:00,23.851278539814846
2017-04-05 12:46:00,24.335961970303227
2017-04-05 13:46:00,24.583366368993538
2017-04-05 14:46:00,24.36975832458583
2017-04-05 15:46:00,24.503003528533846
2017-04-05 16:46:00,24.564721633129484
2017-04-05 17:46:00,24.37429044174738
2017-04-05 18:46:00,24.130491012700837
2017-04-05 19:46:00,23.691348877403232
2017-04-05 20:46:00,23.697290041207804
2017-04-05 21:46:00,23.9377547817719
2017-04-05 22:46:00,24.145501402567145
2017-04-05 23:46:00,24.06584763019966
2017-04-06 00:46:00,23.87321446433638
2017-04-06 01:46:00,23.902985155604405
2017-04-06 02:46:00,24.21197175975066
2017-04-06 03:46:00,24.026426802079513
2017-04-06 04:46:00,23.868355720325468
2017-04-06 05:46:00,23.94210677779876
2017-04-06 06:46:00,24.076405708357417
2017-04-06 07:46:00,24.33441718929682
2017-04-06 08:46:00,24.567276223887454
2017-04-06 09:46:00,24.61939023961937
2017-04-06 10:46:00,24.533064120601164
2017-04-06 11:46:00,24.441483509555983
2017-04-06 12:46:00,24.73597628195569
2017-04-06 13:46:00,24.761649297845775
2017-04-06 14:46:00,24.344843462712916
2017-04-06 15:46:00,24.419915423954592
2017-04-06 16:46:00,24.36370004939685
2017-04-06 17:46:00,24.572594105658705
2017-04-06 18:46:00,24.26194564499168
2017-04-06 19:46:00,23.72526004171286
2017-04-06 20:46:00,23.681524946212544
2017-04-06 21:46:00,23.535087201128444
2017-04-06 22:46:00,23.33653153925855
2017-04-06 23:46:00,23.3545903981081
2017-04-07 00:46:00,23.456023146882128
2017-04-07 01:46:00,23.531279035337587
2017-04-07 02:46:00,23.654766886510643
2017-04-07 03:46:00,23.8643999550504
2017-04-07 04:46:00,23.887866826892143
2017-04-07 05:46:00,23.853291132050206
2017-04-07 06:46:00,24.29764232003788
2017-04-07 07:46:00,24.85855996384769
2017-04-07 08:46:00,25.08317249597814
2017-04-07 09:46:00,25.262874912580802
2017-04-07 10:46:00,25.61036923679929
2017-04-07 11:46:00,25.753165881601355
2017-04-07 12:46:00,25.250273365739123
2017-04-07 13:46:00,24.957174542816986
2017-04-07 14:46:00,24.981072461610673
2017-04-07 15:46:00,24.830410320115977
2017-04-07 16:46:00,24.904541195146894
2017-04-07 17:46:00,24.837506331756863
2017-04-07 18:46:00,24.78085933165943
2017-04-07 19:46:00,24.688901698212337
2017-04-07 20:46:00,24.606498976729746
2017-04-07 21:46:00,24.620170866909397
2017-04-07 22:46:00,24.625378120021693
2017-04-07 23:46:00,24.544583468921722
2017-04-08 00:46:00,24.925785583403577
2017-04-08 01:46:00,25.06764467044033
2017-04-08 02:46:00,25.19860890775693
2017-04-08 03:46:00,25.121317284524665
2017-04-08 04:46:00,25.16649694206118
2017-04-08 05:46:00,25.228427764835093
2017-04-08 06:46:00,25.022229789010943
2017-04-08 07:46:00,25.149250376460525
2017-04-08 08:46:00,24.768064571530964
2017-04-08 09:46:00,24.899283654326453
2017-04-08 10:46:00,24.77089658504087
2017-04-08 11:46:00,24.463813212100067
2017-04-08 12:46:00,24.195988347441563
2017-04-08 13:46:00,23.974552242994125
2017-04-08 14:46:00,23.670328211904494
2017-04-08 15:46:00,23.680294547682053
2017-04-08 16:46:00,23.719361099375014
2017-04-08 17:46:00,24.1601023334373
2017-04-08 18:46:00,24.760935335430425
2017-04-08 19:46:00,25.141235206064515
2017-04-08 20:46:00,25.95638364587672
2017-04-08 21:46:00,26.007992419665182
2017-04-08 22:46:00,26.556394026207457
2017-04-08 23:46:00,27.462926053909403
2017-04-09 00:46:00,28.47834131222094
2017-04-09 01:46:00,29.315092835165252
2017-04-09 02:46:00,29.874283965613674
2017-04-09 03:46:00,30.212001457663785
2017-04-09 04:46:00,30.473019948055814
2017-04-09 05:46:00,30.598859612888376
2017-04-09 06:46:00,30.544960949310358
2017-04-09 07:46:00,30.34748280712214
2017-04-09 08:46:00,30.266170449252016
2017-04-09 09:46:00,30.236521296081552
2017-04-09 10:46:00,29.876965881200775
2017-04-09 11:46:00,29.840873537660155
2017-04-09 12:46:00,29.79770374546425
2017-04-09 13:46:00,29.563300377003
2017-04-09 14:46:00,29.504690500905767
2017-04-09 15:46:00,29.8946590251549
2017-04-09 16:46:00,30.159871308323044
2017-04-09 17:46:00,29.850190245355495
2017-04-09 18:46:00,29.705958885885924
2017-04-09 19:46:00,29.767194323904462
2017-04-09 20:46:00,29.44653980231702
2017-04-09 21:46:00,29.561283760446962
2017-04-09 22:46:00,29.690395570398337
2017-04-09 23:46:00,29.522536006783312
2017-04-10 00:46:00,29.192400928141442
2017-04-10 01:46:00,28.805919545716165
2017-04-10 02:46:00,28.659384118718023
2017-04-10 03:46:00,28.745676929462476
2017-04-10 04:46:00,28.631398848188077
2017-04-10 05:46:00,28.733748769624896
2017-04-10 06:46:00,28.282602674146375
2017-04-10 07:46:00,27.929653480481768
2017-04-10 08:46:00,27.9057586896219
2017-04-10 09:46:00,27.77140810503341
2017-04-10 10:46:00,27.398657941977334
2017-04-10 11:46:00,27.362884460915875
2017-04-10 12:46:00,27.257311748298502
2017-04-10 13:46:00,27.551650339068228
2017-04-10 14:46:00,27.563939949828658
2017-04-10 15:46:00,27.123740772639067
2017-04-10 16:46:00,26.9891544911415
2017-04-10 17:46:00,26.60362171586506
2017-04-10 18:46:00,26.54331687374178
2017-04-10 19:46:00,26.61452878667445
2017-04-10 20:46:00,26.572725349607374
2017-04-10 21:46:00,26.56962214660102
2017-04-10 22:46:00,26.575462856689057
2017-04-10 23:46:00,26.45564020639666
2017-04-11 00:46:00,26.251376700699318
2017-04-11 01:46:00,26.00451921258885
2017-04-11 02:46:00,25.91608940471947
2017-04-11 03:46:00,25.93113390078998
2017-04-11 04:46:00,25.79404899607003
2017-04-11 05:46:00,25.875044984003765
2017-04-11 06:46:00,26.197087822660585
2017-04-11 07:46:00,26.024029202152025
2017-04-11 08:46:00,25.94921531253079
2017-04-11 09:46:00,25.782207023140735
2017-04-11 10:46:00,26.09625622418399
2017-04-11 11:46:00,26.17967707565829
2017-04-11 12:46:00,26.018399221871856
2017-04-11 13:46:00,25.915819366675308
2017-04-11 14:46:00,25.80847945064411
2017-04-11 15:46:00,25.610091700337623
2017-04-11 16:46:00,25.43950638832937
2017-04-11 17:46:00,24.885725467720242
2017-04-11 18:46:00,24.524481314093695
2017-04-11 19:46:00,24.66619255417919
2017-04-11 20:46:00,24.609656841045496
2017-04-11 21:46:00,24.54159785504376
2017-04-11 22:46:00,24.445554686634818
2017-04-11 23:46:00,24.400601506373473
2017-04-12 00:46:00,24.177211887313792
2017-04-12 01:46:00,24.418455826460097
2017-04-12 02:46:00,24.41474861711855
2017-04-12 03:46:00,24.417840021041506
2017-04-12 04:46:00,24.657138128376406
2017-04-12 05:46:00,24.93592683747707
2017-04-12 06:46:00,25.09365374881033
2017-04-12 07:46:00,24.91531892755693
2017-04-12 08:46:00,25.042150393348084
2017-04-12 09:46:00,24.878752969231215
2017-04-12 10:46:00,24.82123567532683
2017-04-12 11:46:00,24.699261689641265
2017-04-12 12:46:00,25.005115635069973
2017-04-12 13:46:00,25.078898802357575
2017-04-12 14:46:00,25.41107417564219
2017-04-12 15:46:00,25.687946166878316
2017-04-12 16:46:00,25.633250822730254
2017-04-12 17:46:00,25.958361728618446
2017-04-12 18:46:00,26.153029664246734
2017-04-12 19:46:00,26.19466138457928
2017-04-12 20:46:00,26.014184980070056
2017-04-12 21:46:00,26.617361179378623
2017-04-12 22:46:00,26.830523682807595
2017-04-12 23:46:00,27.114774322800088
2017-04-13 00:46:00,27.337265587726122
2017-04-13 01:46:00,27.194512323027897
2017-04-13 02:46:00,27.056090446670254
2017-04-13 03:46:00,27.07130676876822
2017-04-13 04:46:00,27.551851710493363
2017-04-13 05:46:00,27.628590044818285
2017-04-13 06:46:00,27.546284473333383
2017-04-13 07:46:00,27.988817112493123
2017-04-13 08:46:00,28.491336506870745
2017-04-13 09:46:00,28.33387281084238
2017-04-13 10:46:00,28.726050731597518
2017-04-13 11:46:00,29.131245250757843
2017-04-13 12:46:00,29.5419718820163
2017-04-13 13:46:00,29.915124071577427
2017-04-13 14:46:00,30.053504970553423
2017-04-13 15:46:00,30.332238790426135
2017-04-13 16:46:00,30.35578593467522
2017-04-13 17:46:00,30.75988590946498
2017-04-13 18:46:00,31.379217201735866
2017-04-13 19:46:00,31.53247875449352
2017-04-13 20:46:00,31.934516734255457
2017-04-13 21:46:00,32.234089960457204
2017-04-13 22:46:00,31.89127808810659
2017-04-13 23:46:00,31.799392358787465
2017-04-14 00:46:00,31.59673867258611
2017-04-14 01:46:00,31.937289244625468
2017-04-14 02:46:00,32.12770823083883
2017-04-14 03:46:00,32.04348141313489
2017-04-14 04:46:00,32.089221642515106
2017-04-14 05:46:00,32.14483339011641
2017-04-14 06:46:00,32.06385937705106
2017-04-14 07:46:00,32.28029069090868
2017-04-14 08:46:00,32.14250472473063
2017-04-14 09:46:00,32.46334180379005
2017-04-14 10:46:00,32.70197741193075
2017-04-14 11:46:00,32.158591818683355
2017-04-14 12:46:00,32.48891317360176
2017-04-14 13:46:00,32.027609196799744
2017-04-14 14:46:00,32.050071136950685
2017-04-14 15:46:00,32.498854942841135
2017-04-14 16:46:00,32.727694268779786
2017-04-14 17:46:00,32.33341749455222
2017-04-14 18:46:00,32.40458703825402
2017-04-14 19:46:00,31.93336687766923
2017-04-14 20:46:00,31.86976936373988
2017-04-14 21:46:00,31.58167537271796
2017-04-14 22:46:00,31.510797571220607
2017-04-14 23:46:00,32.20922077645333
2017-04-15 00:46:00,32.10432805789903
2017-04-15 01:46:00,32.42228636094598
2017-04-15 02:46:00,32.50037260112744
2017-04-15 03:46:00,32.07656150787733
2017-04-15 04:46:00,31.639724523046088
2017-04-15 05:46:00,32.1666014150525
2017-04-15 06:46:00,32.238274494250184
2017-04-15 07:46:00,32.8666677575872
2017-04-15 08:46:00,32.70806857613125
2017-04-15 09:46:00,32.48714597626985
2017-04-15 10:46:00,32.40360623113526
2017-04-15 11:46:00,31.988628151254026
2017-04-15 12:46:00,32.30281220597221
2017-04-15 13:46:00,32.389230985309474
2017-04-15 14:46:00,32.557800325659336
2017-04-15 15:46:00,32.81540879371917
2017-04-15 16:46:00,33.09846793964162
2017-04-15 17:46:00,32.60910418941566
2017-04-15 18:46:00,32.36694917480384
2017-04-15 19:46:00,31.773091284482334
2017-04-15 20:46:00,31.828449074508676
2017-04-15 21:46:00,31.913816593432475
2017-04-15 22:46:00,31.8999453676757
2017-04-15 23:46:00,31.72997739567174
2017-04-16 00:46:00,31.170664551500543
2017-04-16 01:46:00,31.17537527501057
2017-04-16 02:46:00,30.730918691653507
2017-04-16 03:46:00,30.662070816512976
2017-04-16 04:46:00,30.22664868608992
2017-04-16 05:46:00,30.255947040919306
2017-04-16 06:46:00,30.265403357070632
2017-04-16 07:46:00,30.46418602613411
2017-04-16 08:46:00,29.916733986030653
2017-04-16 09:46:00,29.625796870002862
2017-04-16 10:46:00,29.492291177473163
2017-04-16 11:46:00,29.174366871197932
2017-04-16 12:46:00,29.176499296511118
2017-04-16 13:46:00,28.788534982650805
2017-04-16 14:46:00,28.610726320065588
2017-04-16 15:46:00,28.470677932230682
2017-04-16 16:46:00,28.11124042129976
2017-04-16 17:46:00,28.000070258464625
2017-04-16 18:46:00,27.90442169046708
2017-04-16 19:46:00,27.497678011886318
2017-04-16 20:46:00,27.780573252865697
2017-04-16 21:46:00,28.02444988814454
2017-04-16 22:46:00,27.97558354549946
2017-04-16 23:46:00,28.29563988658707
2017-04-17 00:46:00,28.6160259038208
2017-04-17 01:46:00,28.590049601804914
2017-04-17 02:46:00,29.010711874455282
2017-04-17 03:46:00,29.127747452887448
2017-04-17 04:46:00,29.35483200787393
2017-04-17 05:46:00,29.26886456654964
2017-04-17 06:46:00,29.14338236067982
2017-04-17 07:46:00,29.407530292633734
2017-04-17 08:46:00,29.01269125361396
2017-04-17 09:46:00,28.865814723986105
2017-04-17 10:46:00,28.79598402954866
2017-04-17 11:46:00,28.55436319298501
2017-04-17 12:46:00,27.9100482664173
2017-04-17 13:46:00,27.66670393622536
2017-04-17 14:46:00,26.995083018162134
2017-04-17 15:46:00,26.40719893997033
2017-04-17 16:46:00,26.025985300984804
2017-04-17 17:46:00,25.852541392243577
2017-04-17 18:46:00,25.680461528931087
2017-04-17 19:46:00,25.52847241551048
2017-04-17 20:46:00,25.32088589435068
2017-04-17 21:46:00,25.23129685118751
2017-04-17 22:46:00,25.1260434642594
2017-04-17 23:46:00,25.11621645670755
2017-04-18 00:46:00,24.9705268262221
2017-04-18 01:46:00,24.79256028023382
2017-04-18 02:46:00,25.001670232368596
2017-04-18 03:46:00,25.137141397016954
2017-04-18 04:46:00,25.143620815922535
2017-04-18 05:46:00,25.137452040124774
2017-04-18 06:46:00,24.825930367773612
2017-04-18 07:46:00,24.80051656322282
2017-04-18 08:46:00,24.863040152263654
2017-04-18 09:46:00,24.486608136463
2017-04-18 10:46:00,24.287892368564595
2017-04-18 11:46:00,24.215192440044135
2017-04-18 12:46:00,24.3474314779516
2017-04-18 13:46:00,24.499137516431855
2017-04-18 14:46:00,24.432472493685715
2017-04-18 15:46:00,24.293037599032534
2017-04-18 16:46:00,24.23856197404557
2017-04-18 17:46:00,24.17755146348948
2017-04-18 18:46:00,24.26361991660756
2017-04-18 19:46:00,24.254439506691618
2017-04-18 20:46:00,24.33364605353921
2017-04-18 21:46:00,24.504513644954073
2017-04-18 22:46:00,24.73667281653666
2017-04-18 23:46:00,24.621558637027707
2017-04-19 00:46:00,24.47861882498973
2017-04-19 01:46:00,24.535898858089556
2017-04-19 02:46:00,24.668125016210578
2017-04-19 03:46:00,24.986058686721584
2017-04-19 04:46:00,25.561835145358685
2017-04-19 05:46:00,25.428908044193516
2017-04-19 06:46:00,25.74001257771715
2017-04-19 07:46:00,25.8748636003011
2017-04-19 08:46:00,25.829733085786337
2017-04-19 09:46:00,25.962289005421823
2017-04-19 10:46:00,25.886128831464017
2017-04-19 11:46:00,25.96100623189263
2017-04-19 12:46:00,26.12784185344994
2017-04-19 13:46:00,26.061452056423185
2017-04-19 14:46:00,25.742745558416097
2017-04-19 15:46:00,25.24207235339539
2017-04-19 16:46:00,25.091336127625365
2017-04-19 17:46:00,25.28308858591661
2017-04-19 18:46:00,25.035371008541034
2017-04-19 19:46:00,24.895779320031323
2017-04-19 20:46:00,25.029592754062158
2017-04-19 21:46:00,25.128303140409436
2017-04-19 22:46:00,25.132477847305886
2017-04-19 23:46:00,25.269907772095962
2017-04-20 00:46:00,25.36256752763396
2017-04-20 01:46:00,25.426076297051743
2017-04-20 02:46:00,25.702622433442134
2017-04-20 03:46:00,26.206060702884827
2017-04-20 04:46:00,26.111919317782366
2017-04-20 05:46:00,25.855631104844296
2017-04-20 06:46:00,26.133264023963587
2017-04-20 07:46:00,25.849914509076683
2017-04-20 08:46:00,25.64503982501079
2017-04-20 09:46:00,25.569493172452262
2017-04-20 10:46:00,25.616736952436476
2017-04-20 11:46:00,25.666842041147337
2017-04-20 12:46:00,25.33722852181471
2017-04-20 13:46:00,25.000086939318383
2017-04-20 14:46:00,24.637159072221547
2017-04-20 15:46:00,24.249692966822593
2017-04-20 16:46:00,24.087452429577695
2017-04-20 17:46:00,24.03105203081787
2017-04-20 18:46:00,23.818772513599555
2017-04-20 19:46:00,24.156697566089296
2017-04-20 20:46:00,23.95028043670484
2017-04-20 21:46:00,23.729529446503822
2017-04-20 22:46:00,23.694351779981726
2017-04-20 23:46:00,23.496682640448572
2017-04-21 00:46:00,23.75780765840234
2017-04-21 01:46:00,23.969082401814177
2017-04-21 02:46:00,24.10171794021931
