//RecordNum;DateTime(UTC);P4_mb;P1_mb;T1_C;RH1;T_CS215;RH_CS215;Vbat;N1Cts;N2Cts;N1T_C;N1RH;N2T_C;N2RH
9097;10-21-2017 12:46:00;857.23;857;21.9;22.5;18.8;21.2;13.763;4388;1980;27.3;0.8;28.3;0.6
9098;10-21-2017 13:46:00;856.74;856.5;22.4;22.9;20.6;20.1;13.76;4454;1943;28.2;0.8;28.9;0.6
9099;10-21-2017 14:46:00;856.52;856.2;23;23.2;20.5;19.7;13.733;4358;1968;28.6;0.9;29.1;0.6
9100;10-21-2017 15:46:00;856.34;856;23.2;23.6;19.4;20.5;13.73;4495;1992;28.6;0.9;29;0.6
9101;10-21-2017 16:46:00;855.95;855.6;22.1;24.5;19.2;20.7;13.791;4462;1962;27.6;0.8;27.9;0.6
9102;10-21-2017 17:46:00;855.92;855.6;19.5;26.2;15.7;24.1;13.058;4398;2015;25;0.8;24.8;0.5
9103;10-21-2017 18:46:00;856.29;856.1;16.9;27.9;12.5;30.3;12.796;4457;1980;22.1;0.8;21.2;0.4
9104;10-21-2017 19:46:00;856.64;856.6;14.7;29.1;11.2;30.8;12.774;4527;1878;19.2;0.7;18.1;0.3
9105;10-21-2017 20:46:00;856.76;856.6;13.2;29.4;10.1;32.8;12.75;4370;1970;17.1;0.6;16;0.3
9106;10-21-2017 21:46:00;856.63;856.7;12;29.5;9.3;33;12.727;4506;2026;15.4;0.6;14.4;0.2
9107;10-21-2017 22:46:00;856.42;856.5;11;29.6;8.5;34.5;12.702;4458;1942;14;0.6;13.2;0.2
9108;10-21-2017 23:46:00;856.15;856.2;9.9;29.5;8.2;36.2;12.677;4433;2000;12.9;0.5;12.2;0.2
9109;10-22-2017 00:46:00;855.62;855.9;9.3;29.2;8.1;36.9;12.647;4459;1941;12.2;0.5;11.6;0.2
9110;10-22-2017 01:46:00;855.39;855.7;9;28.9;8.1;38.7;12.613;4453;1881;11.7;0.4;11.2;0.2
9111;10-22-2017 02:46:00;855.22;855.5;8.5;28.7;8;38.9;12.58;4413;1993;11.4;0.4;10.9;0.2
9112;10-22-2017 03:46:00;854.88;855.1;8.2;28.4;7.5;40.7;12.557;4549;1982;11.1;0.4;10.7;0.1
9113;10-22-2017 04:46:00;854.93;855.2;7.9;28.1;7.8;41.4;12.545;4444;1983;10.9;0.4;10.5;0.1
9114;10-22-2017 05:46:00;854.95;855.2;7.6;27.9;7.6;41.8;12.54;4578;1985;10.8;0.4;10.4;0.1
9115;10-22-2017 06:46:00;854.91;855.1;7.3;27.8;7.4;43;12.538;4450;1892;10.6;0.4;10.2;0.1
9116;10-22-2017 07:46:00;855.19;855.4;7.8;27.6;10.3;36.8;13.377;4564;1917;10.8;0.4;10.5;0.1
9117;10-22-2017 08:46:00;855.63;855.5;12.2;25.4;14.8;29.6;14.487;4435;1966;13.6;0.5;13.8;0.2
9118;10-22-2017 09:46:00;855.6;855.4;16.6;23.3;17;26;14.332;4372;1950;18;0.5;18.9;0.3
9119;10-22-2017 10:46:00;855.42;855.3;19.4;22.4;18.4;24;13.858;4509;1974;22.2;0.6;23.3;0.4
9120;10-22-2017 11:46:00;855.11;854.9;21.4;22.1;20.4;21;13.796;4467;1973;25.6;0.7;26.6;0.5
9121;10-22-2017 12:46:00;854.53;854.4;22.6;22.3;20.2;20.1;13.733;4499;2052;27.9;0.8;28.9;0.6
9122;10-22-2017 13:46:00;854.07;853.9;23.5;22.6;20.6;19.4;13.733;4532;1935;29.3;0.8;30.1;0.6
9123;10-22-2017 14:46:00;854.13;853.9;24.2;22.9;20.5;18.5;13.699;4426;2012;29.9;0.9;30.5;0.7
9124;10-22-2017 15:46:00;854.13;853.8;24.3;23.3;20.1;18.9;13.698;4524;2011;29.8;0.9;30.4;0.7
9125;10-22-2017 16:46:00;853.86;853.8;23;24.3;19.2;19.9;13.756;4452;2068;28.7;0.9;29;0.6
9126;10-22-2017 17:46:00;854.11;853.8;20.2;26.1;16.1;24.4;13.031;4607;1938;25.9;0.8;25.6;0.5
9127;10-22-2017 18:46:00;854.48;854.3;17.5;27.9;13.5;27.1;12.795;4487;2037;22.8;0.8;21.8;0.5
9128;10-22-2017 19:46:00;854.62;854.6;15.3;29.1;12.2;30.5;12.774;4504;1943;19.9;0.7;18.6;0.3
9129;10-22-2017 20:46:00;854.65;854.7;13.7;29.6;10.2;33.9;12.75;4473;1936;17.6;0.7;16.4;0.3
9130;10-22-2017 21:46:00;854.93;854.8;12.5;29.6;9.6;34.8;12.728;4522;1988;15.8;0.6;14.8;0.3
9131;10-22-2017 22:46:00;855.08;855.2;11.4;29.7;8.6;37.2;12.704;4511;1918;14.5;0.6;13.6;0.2
9132;10-22-2017 23:46:00;855.01;855.1;10.4;29.5;7.9;41.7;12.678;4373;1943;13.3;0.5;12.6;0.2
9133;10-23-2017 00:46:00;854.71;854.8;9.5;29.5;7.4;48.6;12.648;4440;1901;12.4;0.5;11.7;0.2
9134;10-23-2017 01:46:00;854.51;854.8;8.9;29.3;7.5;52.3;12.614;4564;1976;11.7;0.4;11.1;0.2
9135;10-23-2017 02:46:00;854.37;854.7;8.2;29.1;6.7;65;12.58;4421;1999;11.1;0.4;10.6;0.1
9136;10-23-2017 03:46:00;854.32;854.5;7.8;29.1;7;65.6;12.557;4455;2005;10.7;0.4;10.2;0.1
9137;10-23-2017 04:46:00;854.44;854.6;7.2;28.9;6.5;66.3;12.543;4343;1928;10.3;0.4;9.9;0.1
9138;10-23-2017 05:46:00;854.3;854.5;6.9;28.8;5.8;66.4;12.539;4537;2072;10;0.4;9.6;0.1
9139;10-23-2017 06:46:00;854.21;854.6;6.2;28.8;5.9;57;12.534;4425;1986;9.5;0.3;9.1;0.1
9140;10-23-2017 07:46:00;854.62;854.8;6.7;28.6;8.3;51.2;13.444;4535;1894;9.6;0.4;9.2;0.1
9141;10-23-2017 08:46:00;855.09;855;11.2;26.1;13.5;37.2;14.514;4488;1975;12.5;0.5;12.7;0.2
9142;10-23-2017 09:46:00;854.89;854.8;15.7;23.8;16.1;36.2;14.352;4366;1991;16.9;0.5;17.8;0.3
9143;10-23-2017 10:46:00;854.68;854.4;18.6;22.8;17.7;33;13.884;4371;1983;21.2;0.6;22.3;0.4
9144;10-23-2017 11:46:00;854.04;853.8;20.2;22.6;19.4;23.7;13.824;4352;1936;24.5;0.7;25.5;0.4
9145;10-23-2017 12:46:00;853.47;853.2;21.5;22.7;20.4;20;13.796;4335;2035;26.8;0.8;27.6;0.6
9146;10-23-2017 13:46:00;852.73;852.5;23.1;22.6;21.1;22.3;13.732;4605;2057;28.5;0.8;29.2;0.6
9147;10-23-2017 14:46:00;852.25;852.1;24.2;22.7;19.8;29.2;13.699;4671;1920;29.4;0.9;30.1;0.7
9148;10-23-2017 15:46:00;852.26;852;23.6;23.6;19.8;30.9;13.733;4346;2068;29.2;0.9;29.5;0.6
9149;10-23-2017 16:46:00;852.06;852;22;25;18.1;37.2;13.788;4522;2019;27.5;0.8;27.4;0.6
9150;10-23-2017 17:46:00;852.34;852;19.8;26.9;16.6;40;13.032;4402;2027;25;0.8;24.6;0.5
9151;10-23-2017 18:46:00;852.66;852.4;18.3;28;15.5;39.2;12.797;4487;2005;22.8;0.8;22.2;0.5
9152;10-23-2017 19:46:00;852.7;852.6;17.2;28.4;14.9;34;12.778;4476;2010;21.2;0.7;20.6;0.4
9153;10-23-2017 20:46:00;852.62;852.4;16.4;28.5;14.2;38.8;12.758;4500;1908;20;0.7;19.5;0.4
9154;10-23-2017 21:46:00;852.66;852.4;15.8;28.6;12.4;47.8;12.738;4535;2010;19.2;0.6;18.8;0.3
9155;10-23-2017 22:46:00;852.24;852.1;15.5;28.8;14.1;41;12.718;4529;2086;18.5;0.6;18.2;0.3
9156;10-23-2017 23:46:00;852.2;852.1;15.3;29.1;13.5;41.7;12.697;4614;2040;18.3;0.6;18;0.3
9157;10-24-2017 00:46:00;852.12;852.1;13.3;29.4;9.3;58.6;12.668;4587;2000;17;0.6;16.6;0.3
9158;10-24-2017 01:46:00;852.1;852.1;11.3;30.2;9.1;57.3;12.633;4538;2082;15.1;0.6;14.3;0.2
9159;10-24-2017 02:46:00;851.54;851.6;10.5;30.3;10.5;48.3;12.596;4558;2034;13.8;0.6;13;0.2
9160;10-24-2017 03:46:00;850.79;850.8;11.2;29.5;14.7;27.3;12.572;4637;2104;13.7;0.6;13.2;0.2
9161;10-24-2017 04:46:00;850.83;850.9;13.6;27.7;13.3;39.4;12.563;4523;2115;15.5;0.6;15.4;0.2
9162;10-24-2017 05:46:00;850.63;850.6;14;27.3;14.5;29.7;12.561;4580;1978;16.7;0.5;16.7;0.3
9163;10-24-2017 06:46:00;850.61;850.6;14.3;27.2;15.8;27.3;12.563;4529;2044;17.4;0.5;17.4;0.3
9164;10-24-2017 07:46:00;851.17;851.1;14.4;27.2;13.8;47.2;12.797;4611;2016;17.9;0.5;17.8;0.3
9165;10-24-2017 08:46:00;851.99;851.9;16.2;26.9;16.4;38.7;14.361;4499;1961;19.1;0.6;19.1;0.3
9166;10-24-2017 09:46:00;851.99;851.8;18.3;26;17.3;39.9;14.293;4466;1973;21;0.7;21;0.4
9167;10-24-2017 10:46:00;851.39;851;20;25;18.1;25;13.824;4506;1982;23.1;0.7;23.3;0.4
9168;10-24-2017 11:46:00;851.97;851.6;20.7;24.7;18.5;27.6;13.822;4523;2019;24.7;0.7;24.9;0.5
9169;10-24-2017 12:46:00;851.26;851.1;20.7;25.1;19.8;26.2;13.824;4590;2015;25.3;0.7;25.3;0.5
9170;10-24-2017 13:46:00;851.37;851.2;21;25.3;19;24.2;13.823;4539;1981;25.4;0.8;25.3;0.5
9171;10-24-2017 14:46:00;851.27;850.9;20.9;25.4;18.2;31;13.821;4593;2011;25.3;0.8;25.2;0.5
9172;10-24-2017 15:46:00;851.58;851.2;20;26.3;17.3;36.2;13.855;4660;2055;24.3;0.8;24;0.5
9173;10-24-2017 16:46:00;851.81;851.5;19.4;27;17.1;39.2;13.856;4522;2036;23.3;0.7;23;0.4
9174;10-24-2017 17:46:00;852.23;851.9;19.1;27.2;15.8;43.6;13.141;4595;2046;22.6;0.8;22.4;0.5
9175;10-24-2017 18:46:00;852.25;851.9;17.7;28.7;15.2;46.3;12.79;4512;1889;21.5;0.7;21.2;0.5
9176;10-24-2017 19:46:00;852.63;852.5;16.8;29.5;13.8;47.7;12.774;4420;2059;20.4;0.7;20.1;0.4
9177;10-24-2017 20:46:00;853.28;853;16.2;29.4;15.7;34.1;12.754;4456;1996;19.4;0.6;19;0.3
9178;10-24-2017 21:46:00;853.19;853;16;28.9;14.6;40.7;12.738;4390;1929;19.1;0.6;18.8;0.3
9179;10-24-2017 22:46:00;853.03;852.9;15.3;28.9;14.4;36.3;12.719;4527;2043;18.5;0.6;18.2;0.3
9180;10-24-2017 23:46:00;852.69;852.6;14.7;29;14.8;36.4;12.699;4458;1983;17.9;0.6;17.6;0.3
9181;10-25-2017 00:46:00;853.12;853;15.2;28.4;14.7;36.1;12.676;4502;2094;18.1;0.6;17.9;0.3
9182;10-25-2017 01:46:00;853.61;853.5;15.7;27.7;12.8;29.2;12.649;4462;2001;18.6;0.6;18.5;0.3
9183;10-25-2017 02:46:00;853.56;853.6;14.7;28.1;14.3;39.5;12.617;4578;1986;18.2;0.6;17.9;0.3
9184;10-25-2017 03:46:00;853.79;853.8;14.3;28.3;10.7;45;12.59;4486;2060;17.8;0.5;17.6;0.3
9185;10-25-2017 04:46:00;854.29;854.1;12.6;29;9.5;50.8;12.572;4355;2012;16.5;0.5;16.1;0.2
9186;10-25-2017 05:46:00;854.12;854.2;10.9;29.7;8.8;56.1;12.562;4332;1929;14.8;0.5;14.1;0.2
9187;10-25-2017 06:46:00;854.21;854.3;10;30.1;9.2;64.4;12.555;4386;1996;13.4;0.5;12.7;0.2
9188;10-25-2017 07:46:00;854.72;854.8;10.4;29.7;12.3;56.9;13.443;4368;1941;13.1;0.5;12.5;0.2
9189;10-25-2017 08:46:00;855.27;855.2;14.2;27.5;14.5;53.3;13.596;4408;1958;15.6;0.5;15.6;0.3
9190;10-25-2017 09:46:00;855.61;855.5;15;26.7;15.1;49.3;14.413;4300;1990;17.6;0.5;17.8;0.3
9191;10-25-2017 10:46:00;855.77;855.6;16.3;26.1;16;40.6;14.346;4337;1977;19;0.6;19.3;0.4
9192;10-25-2017 11:46:00;855.91;855.7;17.2;25.7;17.2;29.2;14.311;4426;1899;20.2;0.6;20.4;0.4
9193;10-25-2017 12:46:00;855.54;855.5;18;25.6;17.2;36;13.914;4399;1995;21.2;0.6;21.4;0.4
9194;10-25-2017 13:46:00;855.51;855.3;19.3;25.3;17.7;33.5;13.857;4371;1912;22.3;0.7;22.6;0.5
9195;10-25-2017 14:46:00;855.9;855.6;19.2;25.5;16.9;36.1;13.881;4376;1895;23;0.7;23.2;0.4
9196;10-25-2017 15:46:00;856.17;856;18.7;26.2;16.5;34.5;13.437;4391;1936;22.7;0.7;22.6;0.4
9197;10-25-2017 16:46:00;856.69;856.6;16.5;27.8;12.8;61.9;12.891;4403;1805;21.3;0.7;21.4;0.4
9198;10-25-2017 17:46:00;857.21;857.2;15;29.2;12.7;69.2;12.781;4165;1958;19.3;0.6;19.4;0.4
9199;10-25-2017 18:46:00;858.03;857.9;14.6;29.3;12.3;69.8;12.763;4193;1989;18.3;0.6;18.1;0.3
9200;10-25-2017 19:46:00;858.52;858.3;14.3;29.3;11.5;73.9;12.745;4316;1908;17.7;0.6;17.4;0.3
9201;10-25-2017 20:46:00;858.82;858.7;14;29.3;11.9;71.9;12.728;4311;1934;17.2;0.6;16.9;0.3
9202;10-25-2017 21:46:00;858.73;858.7;13.5;29.3;10.7;74.8;12.71;4235;1945;16.8;0.5;16.5;0.3
9203;10-25-2017 22:46:00;858.98;858.9;12.2;29.9;9.8;79.2;12.687;4246;1893;15.9;0.5;15.4;0.2
9204;10-25-2017 23:46:00;859.02;859;12.2;29.9;10.2;80.1;12.662;4209;1916;15.4;0.5;15;0.2
9205;10-26-2017 00:46:00;858.72;858.8;11.9;29.7;9.7;79.9;12.632;4229;1908;15.1;0.5;14.8;0.2
9206;10-26-2017 01:46:00;858.57;858.6;11.8;29.7;9.7;81.3;12.599;4166;1919;14.9;0.5;14.6;0.2
9207;10-26-2017 02:46:00;858.71;858.7;11.5;29.6;9.7;82.4;12.573;4197;1908;14.8;0.5;14.6;0.2
9208;10-26-2017 03:46:00;858.55;858.6;11.2;29.7;9.3;85.8;12.558;4294;1850;14.7;0.5;14.4;0.2
9209;10-26-2017 04:46:00;858.71;858.8;11;29.7;8.9;88.7;12.553;4253;2044;14.5;0.5;14.2;0.2
9210;10-26-2017 05:46:00;858.43;858.7;10.4;29.9;8.7;87.5;12.552;4133;2023;14.1;0.5;13.8;0.2
9211;10-26-2017 06:46:00;858.89;859;9.3;30.3;7.5;88.6;12.548;4183;1963;13.2;0.5;12.8;0.2
9212;10-26-2017 07:46:00;858.95;859.1;9.2;30.5;9.1;82.9;13.325;4176;1997;12.6;0.5;12.2;0.2
9213;10-26-2017 08:46:00;859.45;859.4;11.9;28.8;13.3;67.4;14.487;4154;2060;14.4;0.5;14.2;0.2
9214;10-26-2017 09:46:00;859.85;859.8;15.7;26.4;13;61.6;14.351;4120;1937;17.6;0.5;18;0.3
9215;10-26-2017 10:46:00;859.77;859.7;17.2;25.7;14.2;59.5;13.913;4158;1890;20.2;0.6;20.8;0.4
9216;10-26-2017 11:46:00;859.63;859.4;18.8;25.1;15.7;54.5;13.876;4194;1894;22.7;0.6;23.4;0.5
9217;10-26-2017 12:46:00;859.12;859;19.9;25;15.2;51.5;13.823;4188;1908;24.6;0.7;25.3;0.5
9218;10-26-2017 13:46:00;858.73;858.6;19.6;25.6;16.7;48.8;13.86;4221;1959;25;0.7;25.5;0.5
9219;10-26-2017 14:46:00;858.57;858.3;20.4;25.8;15.8;49;13.822;4208;1919;25.1;0.7;25.5;0.5
9220;10-26-2017 15:46:00;858.55;858.4;19.5;26.5;14.6;52.4;13.895;4327;2002;24.7;0.7;25;0.5
9221;10-26-2017 16:46:00;858.85;858.6;17.4;28.2;15.1;49.5;13.908;4413;1938;22.6;0.8;22.2;0.4
9222;10-26-2017 17:46:00;859.33;859.2;16.5;28.9;12.7;57.7;12.801;4333;1931;20.9;0.7;20.4;0.4
9223;10-26-2017 18:46:00;859.98;859.7;15;29.9;12;58.1;12.789;4282;1972;19.2;0.6;18.6;0.3
9224;10-26-2017 19:46:00;859.89;859.9;13.9;30.2;9.5;68.1;12.769;4213;1952;17.9;0.6;17.2;0.3
9225;10-26-2017 20:46:00;859.97;859.9;11.9;31.2;8;75.1;12.746;4225;1812;15.9;0.6;15.1;0.3
9226;10-26-2017 21:46:00;859.9;860.1;10.4;31.7;7.1;79.3;12.723;4304;2036;14.1;0.6;13.2;0.2
9227;10-26-2017 22:46:00;859.95;860.1;9.2;32;6.7;79.8;12.701;4220;1976;12.6;0.5;11.7;0.2
9228;10-26-2017 23:46:00;859.92;860;8.2;32.1;5.6;84.2;12.676;4205;1937;11.4;0.4;10.6;0.1
9229;10-27-2017 00:46:00;859.61;859.9;7.5;32.1;5.8;83.3;12.648;4264;1967;10.4;0.4;9.7;0.1
9230;10-27-2017 01:46:00;859.56;859.9;7.1;31.7;4.7;84.9;12.617;4286;1932;10;0.4;9.4;0.1
9231;10-27-2017 02:46:00;859.06;859.3;6.4;31.6;5.3;84.6;12.583;4300;1888;9.4;0.4;9;0.1
9232;10-27-2017 03:46:00;858.69;859;5.9;31.5;5;85;12.555;4285;2001;9;0.3;8.5;0
9233;10-27-2017 04:46:00;858.57;858.8;5.6;31.2;4;87.8;12.537;4378;1892;8.7;0.3;8.3;0.1
9234;10-27-2017 05:46:00;858.23;858.5;5.1;31.1;4.1;86.2;12.528;4193;1961;8.3;0.3;7.9;0.1
9235;10-27-2017 06:46:00;857.71;858;5;30.9;3.8;86.8;12.525;4399;1939;8.1;0.3;7.8;0
9236;10-27-2017 07:46:00;857.68;858;4.8;30.8;5.4;81;13.433;4348;1957;8;0.3;7.7;0
9237;10-27-2017 08:46:00;857.94;858.1;8.2;29.1;9.9;67.3;14.598;4296;1912;10.3;0.4;10.3;0.1
9238;10-27-2017 09:46:00;857.72;857.7;12.3;26.6;12.3;57.7;14.475;4101;2038;14;0.5;14.6;0.2
9239;10-27-2017 10:46:00;856.99;857.1;15.3;25.2;13.9;43.9;13.982;4444;1900;18;0.5;18.9;0.3
9240;10-27-2017 11:46:00;856.86;856.6;17.2;24.6;15.4;40.3;13.921;4251;1890;21.2;0.6;22.2;0.5
9241;10-27-2017 12:46:00;855.96;855.8;18.6;24.5;16.5;43;13.858;4275;1935;23.7;0.7;24.7;0.5
9242;10-27-2017 13:46:00;855.24;855.1;19.5;24.7;16.6;40.4;13.858;4387;2008;25.2;0.7;26;0.5
9243;10-27-2017 14:46:00;855.14;854.9;20.1;25.1;16.3;39.1;13.823;4271;1933;25.7;0.7;26.4;0.5
9244;10-27-2017 15:46:00;854.84;854.7;19.7;25.9;17.1;36.4;13.856;4336;1996;25.1;0.7;25.4;0.5
9245;10-27-2017 16:46:00;854.93;854.7;19.9;26.1;16.8;37.9;13.857;4333;1998;24.8;0.7;25;0.5
9246;10-27-2017 17:46:00;854.74;854.7;17.6;27.7;14.1;44.3;12.968;4415;1939;23.1;0.7;22.8;0.5
9247;10-27-2017 18:46:00;854.87;854.8;15.4;29.2;12.1;51.9;12.798;4379;2014;20.8;0.7;20;0.4
9248;10-27-2017 19:46:00;854.6;854.6;14.2;30.1;11.3;54.5;12.778;4308;1920;18.7;0.6;17.7;0.3
9249;10-27-2017 20:46:00;854.68;854.6;13.2;30.4;10.3;58.9;12.756;4399;1979;17.2;0.6;16.3;0.3
9250;10-27-2017 21:46:00;854.75;854.5;12.7;30.4;10.1;58.9;12.736;4387;1960;16.2;0.6;15.5;0.3
9251;10-27-2017 22:46:00;854.46;854.5;11.6;30.5;9.2;61.3;12.715;4287;2016;15.2;0.6;14.6;0.3
9252;10-27-2017 23:46:00;854.21;854.3;10.6;30.9;7.8;65;12.691;4420;2041;14.1;0.5;13.5;0.3
9253;10-28-2017 00:46:00;853.83;853.9;10.1;30.8;7.7;66.2;12.665;4444;1982;13.3;0.5;12.7;0.2
9254;10-28-2017 01:46:00;853.68;853.8;9.7;30.6;7;67.9;12.634;4484;1956;12.8;0.5;12.3;0.2
9255;10-28-2017 02:46:00;853.01;853.1;9.5;30.5;8.4;63.2;12.598;4461;1916;12.5;0.5;12;0.2
9256;10-28-2017 03:46:00;852.62;852.7;9.4;30.2;8.3;63.8;12.569;4535;2079;12.4;0.5;12.2;0.2
9257;10-28-2017 04:46:00;852.03;852.1;9.1;30;8.5;64.4;12.551;4374;2059;12.3;0.5;12.1;0.2
9258;10-28-2017 05:46:00;851.49;851.7;8.5;30.1;8.1;66.7;12.543;4485;1996;11.9;0.5;11.6;0.2
9259;10-28-2017 06:46:00;851.31;851.6;8.4;30;7.8;66.6;12.541;4469;2024;11.7;0.4;11.4;0.2
9260;10-28-2017 07:46:00;851.25;851.5;8;30;8.2;66.3;13.06;4414;2028;11.4;0.4;11.1;0.2
9261;10-28-2017 08:46:00;851.71;851.6;10.4;28.8;11.7;55.2;13.545;4544;2051;12.8;0.5;12.8;0.2
9262;10-28-2017 09:46:00;851;851;15.2;26.2;15.6;41.5;14.384;4564;2021;16.3;0.5;16.8;0.3
9263;10-28-2017 10:46:00;850.86;850.7;16.8;25.4;16.8;34.5;14.347;4545;2031;19.4;0.6;20;0.4
9264;10-28-2017 11:46:00;850.42;850.2;18.1;25.2;17.3;31.2;13.881;4554;1998;21.3;0.6;21.8;0.4
9265;10-28-2017 12:46:00;849.44;849.2;18.8;25.4;17.2;30;13.879;4507;1997;22.6;0.7;23;0.4
9266;10-28-2017 13:46:00;848.98;848.7;18.6;26;17.1;30;13.88;4463;2131;22.9;0.7;23.1;0.4
9267;10-28-2017 14:46:00;848.98;848.8;18.3;26.5;16.7;32.8;13.875;4566;2029;22.6;0.7;22.6;0.4
9268;10-28-2017 15:46:00;848.7;848.4;18.7;26.8;17.5;29;13.878;4502;2060;22.5;0.7;22.4;0.4
9269;10-28-2017 16:46:00;848.69;848.5;18.3;26.9;15.4;32.7;13.47;4620;2038;22.6;0.7;22.6;0.5
9270;10-28-2017 17:46:00;848.68;848.6;17;27.9;14.9;36.1;12.847;4535;2062;21.4;0.7;21.2;0.5
9271;10-28-2017 18:46:00;849.22;849;16.2;28.7;13.1;44.4;12.79;4600;1981;20.3;0.7;20;0.4
9272;10-28-2017 19:46:00;849.84;849.8;15.2;29.7;12.3;51.8;12.773;4638;2150;19.1;0.6;18.7;0.3
9273;10-28-2017 20:46:00;849.83;849.8;13.9;30;10.4;57.3;12.753;4488;2026;17.8;0.6;17.4;0.3
9274;10-28-2017 21:46:00;849.87;849.9;12.2;31;8.6;62.9;12.732;4529;2094;16.1;0.6;15.4;0.3
9275;10-28-2017 22:46:00;849.93;850;11.5;31.1;9.3;61.7;12.71;4450;2001;14.8;0.6;14.1;0.3
9276;10-28-2017 23:46:00;849.82;849.9;10.8;30.9;8.6;69.4;12.688;4418;2011;14.1;0.5;13.5;0.3
9277;10-29-2017 00:46:00;849.79;849.8;9.8;31.2;7.4;74.3;12.661;4533;2054;13.1;0.5;12.6;0.2
9278;10-29-2017 01:46:00;849.49;849.7;8.8;31.5;7.3;79;12.628;4495;2105;12.1;0.5;11.6;0.2
9279;10-29-2017 02:46:00;849.72;849.8;8.2;31.4;5.9;82.7;12.592;4632;2063;11.4;0.4;10.9;0.2
9280;10-29-2017 03:46:00;849.5;849.7;7.7;31.4;6.4;82.8;12.562;4512;2046;10.8;0.4;10.4;0.1
9281;10-29-2017 04:46:00;849.12;849.3;7.1;31.4;4.8;85.6;12.543;4434;2121;10.3;0.4;9.9;0.1
9282;10-29-2017 05:46:00;849.32;849.8;6.2;31.5;4;87.8;12.534;4475;2024;9.5;0.3;9.1;0.1
9283;10-29-2017 06:46:00;849.06;849.6;5.9;31.4;5.1;86.9;12.531;4539;2005;9.1;0.3;8.7;0.1
9284;10-29-2017 07:46:00;849.65;850.1;6.1;31.3;7.3;78.4;13.458;4576;2056;9;0.3;8.6;0.1
9285;10-29-2017 08:46:00;850.45;850.4;9.8;29.1;10.9;68.1;14.55;4357;2040;11.5;0.4;11.5;0.2
9286;10-29-2017 09:46:00;849.82;849.8;14.6;26.3;13.2;63;14.419;4458;2037;15.7;0.5;16.5;0.3
9287;10-29-2017 10:46:00;849.52;849.5;15;26;13.5;60.6;14.413;4507;2074;18.5;0.6;19.2;0.4
9288;10-29-2017 11:46:00;848.83;848.6;17.1;25.7;16.2;43.9;13.912;4546;2099;20.3;0.6;20.9;0.4
9289;10-29-2017 12:46:00;847.66;847.4;17.8;25.8;15.1;44.2;13.715;4615;2015;21.8;0.6;22.2;0.4
9290;10-29-2017 13:46:00;847.65;847.6;14.9;28;12.1;73.2;13.317;4577;2135;20.4;0.6;20.7;0.4
9291;10-29-2017 14:46:00;847.87;847.8;13.2;30.1;10.3;83.7;13.183;4414;2054;18.3;0.6;18.3;0.3
9292;10-29-2017 15:46:00;847.83;847.8;13;30.1;11;79.9;13.259;4568;1989;17.2;0.6;17;0.3
9293;10-29-2017 16:46:00;847.9;847.9;12.7;30.3;9.9;80.9;12.956;4447;2081;16.5;0.5;16.4;0.3
9294;10-29-2017 17:46:00;847.15;847.2;11.9;30.6;8.9;85.9;12.779;4450;2086;15.7;0.5;15.5;0.3
9295;10-29-2017 18:46:00;846.81;847;11.2;30.8;8.6;88.1;12.764;4454;2099;14.9;0.5;14.6;0.3
9296;10-29-2017 19:46:00;846.68;846.9;11;31.1;9.1;86;12.746;4616;2090;14.5;0.5;14.1;0.2
9297;10-29-2017 20:46:00;846.77;847;11;31;9.3;86.2;12.728;4453;2137;14.3;0.5;14;0.3
9298;10-29-2017 21:46:00;846.55;846.8;10.9;31;8.7;87.8;12.709;4684;2042;14.3;0.5;14;0.3
9299;10-29-2017 22:46:00;846.38;846.5;10.5;31;8.4;88.1;12.69;4549;2168;14;0.5;13.8;0.2
9300;10-29-2017 23:46:00;846.87;847;9.6;31.4;7.6;90.2;12.666;4535;2164;13.4;0.5;13.1;0.2
9301;10-30-2017 00:46:00;846.29;846.4;8.5;31.8;5.5;91.7;12.635;4487;2148;12.3;0.5;11.9;0.2
9302;10-30-2017 01:46:00;846.14;846.3;8.1;31.8;5.9;93;12.598;4583;2137;11.6;0.4;11.2;0.2
9303;10-30-2017 02:46:00;845.93;846.2;7.8;31.8;5.1;94.3;12.564;4588;2105;11.2;0.4;10.8;0.2
9304;10-30-2017 03:46:00;845.9;846.2;6.9;32;5.3;95.4;12.542;4729;2184;10.5;0.4;10.1;0.1
9305;10-30-2017 04:46:00;846.1;846.4;6.3;32;3.5;95.5;12.533;4544;2145;9.9;0.3;9.5;0.1
9306;10-30-2017 05:46:00;846.31;846.6;5.6;32.3;4.4;94;12.53;4596;2101;9.1;0.3;8.6;0.1
9307;10-30-2017 06:46:00;846.45;847;5.1;32.1;3.4;93.6;12.525;4620;2138;8.6;0.3;8.2;0.1
9308;10-30-2017 07:46:00;846.71;847.2;5;32.2;6.1;87.8;13.428;4513;2081;8.2;0.3;7.8;0.1
9309;10-30-2017 08:46:00;848.36;848.6;7.9;30.4;8.2;79.6;14.637;4501;2121;9.9;0.3;9.8;0.1
9310;10-30-2017 09:46:00;848.34;848.4;12.3;27.8;10.2;75.6;14.478;4565;2156;13.6;0.5;13.8;0.2
9311;10-30-2017 10:46:00;848.58;848.5;15.2;26.2;13;55.3;13.984;4522;2121;17.6;0.5;18.4;0.3
