//RecordNum;DateTime(UTC);P4_mb;P1_mb;T1_C;RH1;T_CS215;RH_CS215;Vbat;N1Cts;N2Cts;N1T_C;N1RH;N2T_C;N2RH
2;10-07-2016 14:46:00;855.71;856;28;15.5;-99;-99;13.581;3387;1722;29.8;1.1;30.3;0.3
3;10-07-2016 15:46:00;855.79;856;27.8;12.6;-99;-99;13.584;3977;1914;30.6;1;31.1;0.2
4;10-07-2016 16:46:00;855.84;855.9;27;11.1;-99;-99;13.639;3939;1973;30.5;1;30.9;0.2
5;10-07-2016 17:46:00;855.81;855.9;25.2;10.3;-99;-99;12.986;4022;1895;28.9;1;29.2;0.1
6;10-07-2016 18:46:00;856.06;856.1;22.3;9.9;-99;-99;12.747;4047;1947;26.5;0.9;25.9;0.1
7;10-07-2016 19:46:00;856.32;856.4;19.5;9.5;-99;-99;12.705;3853;1980;23.7;0.9;22.5;0
8;10-07-2016 20:46:00;856.7;856.8;17.5;9.3;-99;-99;12.676;3904;1933;21.2;0.8;19.8;0
9;10-07-2016 21:46:00;856.78;857.1;16.1;9.2;-99;-99;12.651;3981;1976;19.4;0.7;18;0
10;10-07-2016 22:46:00;856.65;857;15.2;9.1;-99;-99;12.63;3872;1993;18;0.7;16.8;0
11;10-07-2016 23:46:00;856.66;856.9;14.2;9.1;-99;-99;12.612;3951;1983;16.9;0.7;15.9;0
12;10-08-2016 00:46:00;856.46;856.7;13.1;9.1;-99;-99;12.596;3999;1969;16;0.6;15.1;0
13;10-08-2016 01:46:00;856.12;856.5;12.4;9.2;-99;-99;12.581;3860;1963;15.2;0.6;14.4;0
14;10-08-2016 02:46:00;856.14;856.5;11.7;9.2;-99;-99;12.568;3913;2017;14.5;0.6;13.8;0
15;10-08-2016 03:46:00;856.28;856.6;11.2;9.2;-99;-99;12.556;3886;1974;14;0.5;13.4;0
16;10-08-2016 04:46:00;856.12;856.6;10.7;9.3;-99;-99;12.545;4026;1995;13.6;0.5;13;0
17;10-08-2016 05:46:00;856.39;856.8;10.2;9.3;-99;-99;12.536;3960;1956;13.4;0.5;12.8;0
18;10-08-2016 06:46:00;856.15;856.8;9.7;9.3;-99;-99;12.527;4052;1914;12.9;0.5;12.4;0
19;10-08-2016 07:46:00;855.95;856.4;10.4;9.4;-99;-99;13.234;3964;1919;13.2;0.5;12.7;0
20;10-08-2016 08:46:00;856.34;856.7;14.2;9;-99;-99;14.419;4102;1943;15.8;0.5;15.7;0
21;10-08-2016 09:46:00;856.58;856.8;17.7;8.5;-99;-99;14.291;4059;1886;19.3;0.6;19.8;0
22;10-08-2016 10:46:00;856.42;856.5;20.3;8;-99;-99;13.822;4124;1937;22.9;0.7;23.8;0
23;10-08-2016 11:46:00;856.23;856.3;21.9;7.8;-99;-99;13.77;3868;1895;25.8;0.7;26.6;0
24;10-08-2016 12:46:00;855.73;856;23.7;7.6;-99;-99;13.699;3991;1936;28.4;0.8;29.2;0.1
25;10-08-2016 13:46:00;855.72;855.7;25.5;7.4;-99;-99;13.675;4084;2017;30.5;0.9;31.2;0.1
;10-08-2016 14:46:00;;;;;;;;;;;;;
;10-08-2016 15:46:00;;;;;;;;;;;;;
;10-08-2016 16:46:00;;;;;;;;;;;;;
;10-08-2016 17:46:00;;;;;;;;;;;;;
;10-08-2016 18:46:00;;;;;;;;;;;;;
;10-08-2016 19:46:00;;;;;;;;;;;;;
;10-08-2016 20:46:00;;;;;;;;;;;;;
;10-08-2016 21:46:00;;;;;;;;;;;;;
;10-08-2016 22:46:00;;;;;;;;;;;;;
;10-08-2016 23:46:00;;;;;;;;;;;;;
;10-09-2016 00:46:00;;;;;;;;;;;;;
;10-09-2016 01:46:00;;;;;;;;;;;;;
;10-09-2016 02:46:00;;;;;;;;;;;;;
;10-09-2016 03:46:00;;;;;;;;;;;;;
;10-09-2016 04:46:00;;;;;;;;;;;;;
;10-09-2016 05:46:00;;;;;;;;;;;;;
;10-09-2016 06:46:00;;;;;;;;;;;;;
;10-09-2016 07:46:00;;;;;;;;;;;;;
;10-09-2016 08:46:00;;;;;;;;;;;;;
;10-09-2016 09:46:00;;;;;;;;;;;;;
;10-09-2016 10:46:00;;;;;;;;;;;;;
;10-09-2016 11:46:00;;;;;;;;;;;;;
;10-09-2016 12:46:00;;;;;;;;;;;;;
;10-09-2016 13:46:00;;;;;;;;;;;;;
;10-09-2016 14:46:00;;;;;;;;;;;;;
;10-09-2016 15:46:00;;;;;;;;;;;;;
;10-09-2016 16:46:00;;;;;;;;;;;;;
;10-09-2016 17:46:00;;;;;;;;;;;;;
;10-09-2016 18:46:00;;;;;;;;;;;;;
;10-09-2016 19:46:00;;;;;;;;;;;;;
;10-09-2016 20:46:00;;;;;;;;;;;;;
;10-09-2016 21:46:00;;;;;;;;;;;;;
;10-09-2016 22:46:00;;;;;;;;;;;;;
;10-09-2016 23:46:00;;;;;;;;;;;;;
;10-10-2016 00:46:00;;;;;;;;;;;;;
;10-10-2016 01:46:00;;;;;;;;;;;;;
;10-10-2016 02:46:00;;;;;;;;;;;;;
;10-10-2016 03:46:00;;;;;;;;;;;;;
;10-10-2016 04:46:00;;;;;;;;;;;;;
;10-10-2016 05:46:00;;;;;;;;;;;;;
;10-10-2016 06:46:00;;;;;;;;;;;;;
;10-10-2016 07:46:00;;;;;;;;;;;;;
;10-10-2016 08:46:00;;;;;;;;;;;;;
;10-10-2016 09:46:00;;;;;;;;;;;;;
;10-10-2016 10:46:00;;;;;;;;;;;;;
;10-10-2016 11:46:00;;;;;;;;;;;;;
;10-10-2016 12:46:00;;;;;;;;;;;;;
;10-10-2016 13:46:00;;;;;;;;;;;;;
74;10-10-2016 14:46:00;856.26;856.6;24.4;6.6;-99;-99;13.699;3910;1952;29.7;0.7;30.1;0
75;10-10-2016 15:46:00;856.07;856.3;25;6.4;-99;-99;13.668;3952;1978;30.1;0.8;30.5;0.1
76;10-10-2016 16:46:00;855.95;856.3;24;6.4;-99;-99;13.729;3989;2001;29.5;0.7;29.8;0
77;10-10-2016 17:46:00;856.28;856.4;22.3;6.5;-99;-99;13.567;4045;1942;27.6;0.8;27.5;0
78;10-10-2016 18:46:00;856.28;856.4;19.8;6.7;-99;-99;12.752;3897;1957;25.2;0.7;24.5;0
79;10-10-2016 19:46:00;856.66;856.9;17.5;6.7;-99;-99;12.72;4026;2003;22.6;0.6;21.5;0
80;10-10-2016 20:46:00;856.66;857.1;15.8;6.8;-99;-99;12.695;4082;2002;20.3;0.6;19;0
81;10-10-2016 21:46:00;856.58;857;14.5;6.9;-99;-99;12.672;4064;1928;18.4;0.6;17.2;0
82;10-10-2016 22:46:00;856.5;856.9;13.5;7;-99;-99;12.648;4025;1973;16.9;0.5;15.9;0
83;10-10-2016 23:46:00;856.41;856.9;12.7;7.1;-99;-99;12.625;4100;1930;15.9;0.4;14.9;0
84;10-11-2016 00:46:00;856.29;856.8;12.3;7.1;-99;-99;12.602;3926;1938;15.2;0.4;14.5;0
85;10-11-2016 01:46:00;856.21;856.8;11.7;7;-99;-99;12.582;4050;1950;14.7;0.4;14.1;0
86;10-11-2016 02:46:00;855.93;856.4;11.4;7;-99;-99;12.565;4133;1905;14.4;0.4;13.8;0
87;10-11-2016 03:46:00;855.79;856.3;11;7;-99;-99;12.551;4162;1879;14.1;0.3;13.6;0
88;10-11-2016 04:46:00;855.65;856.2;10.6;6.9;-99;-99;12.539;4066;1950;13.8;0.3;13.3;0
89;10-11-2016 05:46:00;855.63;856.2;10.7;6.9;-99;-99;12.531;4094;1974;13.9;0.3;13.4;0
90;10-11-2016 06:46:00;855.71;856.3;10.4;6.9;-99;-99;12.523;4013;1928;13.7;0.3;13.3;0
91;10-11-2016 07:46:00;856.03;856.5;10.8;6.9;-99;-99;13.108;4020;1927;14;0.3;13.5;0
92;10-11-2016 08:46:00;856.44;856.9;14.8;6.8;-99;-99;14.42;3955;2017;16.5;0.5;16.5;0
93;10-11-2016 09:46:00;856.71;856.9;19.1;6.3;-99;-99;14.257;3991;1941;20.5;0.5;21.2;0
94;10-11-2016 10:46:00;856.47;856.7;21.8;6;-99;-99;13.754;4021;1999;24.4;0.6;25.4;0
95;10-11-2016 11:46:00;856.41;856.5;23.2;6;-99;-99;13.73;3980;1878;27.3;0.7;28.2;0
96;10-11-2016 12:46:00;855.69;856.1;23.8;6.1;-99;-99;13.699;3989;1934;29.2;0.7;30;0
97;10-11-2016 13:46:00;855.44;855.7;24.5;6.4;-99;-99;13.696;4041;1946;30.3;0.7;30.9;0
98;10-11-2016 14:46:00;855.39;855.6;25.2;6.7;-99;-99;13.672;4079;2004;30.7;0.8;31.1;0
99;10-11-2016 15:46:00;855.45;855.8;25.7;6.6;-99;-99;13.674;4021;1915;30.8;0.8;31.2;0
100;10-11-2016 16:46:00;855.67;855.9;25.1;6.7;-99;-99;13.66;4095;1972;30.4;0.7;30.6;0
101;10-11-2016 17:46:00;855.89;856;23.4;6.6;-99;-99;12.923;4145;1923;28.7;0.7;28.8;0
102;10-11-2016 18:46:00;855.83;856.1;20.9;6.6;-99;-99;12.75;4073;1918;26.4;0.7;25.7;0
103;10-11-2016 19:46:00;856.48;856.8;18.8;6.5;-99;-99;12.723;3977;1956;23.9;0.6;22.8;0
104;10-11-2016 20:46:01;856.75;857;17.4;6.5;-99;-99;12.699;4016;1934;21.7;0.6;20.6;0
105;10-11-2016 21:46:01;856.83;857.3;16.3;6.6;-99;-99;12.677;4051;1923;20.2;0.6;19.1;0
106;10-11-2016 22:46:01;856.75;857.2;15.3;6.6;-99;-99;12.653;4129;1959;18.8;0.6;17.8;0
107;10-11-2016 23:46:01;856.89;857.3;14.6;6.6;-99;-99;12.627;3889;1915;17.9;0.5;17;0
108;10-12-2016 00:46:01;857.17;857.5;13.8;6.6;-99;-99;12.605;4009;1966;17;0.5;16.3;0
109;10-12-2016 01:46:01;857.18;857.6;13.1;6.7;-99;-99;12.585;3904;1950;16.3;0.5;15.6;0
110;10-12-2016 02:46:01;856.92;857.4;12.8;6.7;-99;-99;12.568;4022;1853;15.9;0.4;15.3;0
111;10-12-2016 03:46:01;856.61;857.2;12.4;6.8;-99;-99;12.555;4048;1917;15.6;0.4;15.1;0
112;10-12-2016 04:46:01;856.64;857.1;12;6.8;-99;-99;12.545;4073;1915;15.3;0.4;14.8;0
113;10-12-2016 05:46:01;857.02;857.5;11.6;6.9;-99;-99;12.536;3968;1980;14.9;0.4;14.4;0
114;10-12-2016 06:46:01;857.25;857.7;11.5;7;-99;-99;12.528;3980;1865;14.8;0.4;14.4;0
115;10-12-2016 07:46:01;857.25;857.7;12;7.1;-99;-99;12.606;4065;1932;15;0.4;14.8;0
116;10-12-2016 08:46:01;857.77;858.1;13.6;7;-99;-99;13.543;4034;1940;16;0.4;16;0
117;10-12-2016 09:46:01;858.08;858.4;17.4;6.8;-99;-99;13.534;3869;1990;19;0.5;19.5;0
118;10-12-2016 10:46:01;858.11;858.4;18.3;6.7;-99;-99;14.289;4031;1965;21;0.5;21.5;0
119;10-12-2016 11:46:01;857.95;858.2;21;6.4;-99;-99;14.185;3872;1929;23.4;0.6;24.1;0
120;10-12-2016 12:46:01;857.29;857.7;24.4;6.1;-99;-99;13.664;3906;1878;26.6;0.7;27.6;0
121;10-12-2016 13:46:01;857.04;857.3;25.6;6.2;-99;-99;13.675;3952;1872;29.4;0.7;30.4;0
122;10-12-2016 14:46:01;856.63;856.9;25.2;6.7;-99;-99;13.66;4200;1888;30.3;0.7;30.8;0
123;10-12-2016 15:46:01;856.49;856.8;24.8;7;-99;-99;13.674;4023;1881;29.7;0.7;29.8;0
124;10-12-2016 16:46:01;856.43;856.8;24.6;6.8;-99;-99;13.473;4016;1952;29.5;0.7;29.5;0
125;10-12-2016 17:46:01;856.8;856.9;23;6.5;-99;-99;12.806;3948;1925;28.2;0.7;27.8;0
126;10-12-2016 18:46:01;857.17;857.4;21.6;6.9;-99;-99;12.738;3975;1929;26.5;0.7;25.9;0
127;10-12-2016 19:46:01;857.31;857.6;19.8;6.7;-99;-99;12.714;3991;1884;24.6;0.7;23.7;0
128;10-12-2016 20:46:01;857.65;857.8;18.3;6.6;-99;-99;12.692;3888;1931;22.7;0.6;21.7;0
129;10-12-2016 21:46:01;857.79;858.1;17.2;6.6;-99;-99;12.671;3943;1880;21.2;0.6;20.2;0
130;10-12-2016 22:46:01;857.66;858.1;16.6;6.6;-99;-99;12.648;3918;1884;20;0.5;19.1;0
131;10-12-2016 23:46:01;857.62;858;17;6.5;-99;-99;12.626;3905;1912;19.8;0.5;19.2;0
132;10-13-2016 00:46:01;857.47;857.9;16.4;6.3;-99;-99;12.605;3971;1898;19.6;0.5;19.1;0
133;10-13-2016 01:46:01;857.42;857.8;16.1;6.3;-99;-99;12.588;4002;1859;19.2;0.5;18.7;0
134;10-13-2016 02:46:01;857.1;857.5;15.9;6.3;-99;-99;12.574;4061;1910;19;0.5;18.5;0
135;10-13-2016 03:46:01;856.88;857.3;16.5;6.3;-99;-99;12.565;3941;1921;19.5;0.5;19.1;0
136;10-13-2016 04:46:01;856.64;857.1;16;6.2;-99;-99;12.557;4007;1917;19.6;0.5;19.3;0
137;10-13-2016 05:46:01;856.48;857;16.1;6.2;-99;-99;12.55;3962;1907;19.5;0.5;19.1;0
138;10-13-2016 06:46:01;856.44;856.9;16.3;6.2;-99;-99;12.545;4069;1921;19.7;0.4;19.4;0
139;10-13-2016 07:46:01;856.76;857;16.8;6.1;-99;-99;12.887;3913;1982;20;0.4;19.8;0
140;10-13-2016 08:46:01;857.16;857.4;20;6;-99;-99;14.23;4111;2020;22.1;0.5;22.1;0
141;10-13-2016 09:46:01;857.22;857.4;23.1;6;-99;-99;14.133;4006;1946;25.2;0.6;25.7;0
142;10-13-2016 10:46:01;856.98;857.3;24.9;6.1;-99;-99;13.667;4091;1880;28;0.6;28.6;0
143;10-13-2016 11:46:01;857.07;857.3;25.7;6.3;-99;-99;13.64;4031;1978;30.1;0.7;30.6;0
144;10-13-2016 12:46:01;856.62;856.9;26.3;6.6;-99;-99;13.635;4005;1956;31.4;0.8;31.8;0
145;10-13-2016 13:46:01;856.3;856.4;26.9;6.9;-99;-99;13.602;4130;1907;32.1;0.8;32.4;0
146;10-13-2016 14:46:01;855.85;856.2;27.9;6.9;-99;-99;13.57;4133;1835;32.8;0.9;33.2;0
147;10-13-2016 15:46:01;855.81;856.1;28.2;6.5;-99;-99;13.573;4111;2000;33.1;0.9;33.3;0.1
148;10-13-2016 16:46:01;855.66;855.9;26.2;6.5;-99;-99;13.65;3870;1990;31.7;0.8;31.5;0
149;10-13-2016 17:46:01;855.7;856;24.6;6.5;-99;-99;12.809;4089;1927;29.7;0.8;29.2;0
150;10-13-2016 18:46:01;856.5;856.6;22.8;6.6;-99;-99;12.738;4083;1939;27.6;0.7;26.8;0
151;10-13-2016 19:46:01;856.86;857;20.3;6.4;-99;-99;12.715;4209;1955;25.1;0.7;24;0
152;10-13-2016 20:46:01;856.82;857.1;18.4;6.3;-99;-99;12.693;4052;1984;22.6;0.6;21.3;0
153;10-13-2016 21:46:01;857.15;857.4;17;6.2;-99;-99;12.67;4174;1895;20.7;0.6;19.5;0
154;10-13-2016 22:46:01;857.03;857.4;16.5;6.3;-99;-99;12.647;3980;1961;19.5;0.5;18.5;0
155;10-13-2016 23:46:01;856.8;857.2;15.2;6.3;-99;-99;12.623;4092;1928;18.3;0.5;17.4;0
156;10-14-2016 00:46:01;856.8;857.1;14.3;6.4;-99;-99;12.601;4078;1892;17.3;0.5;16.5;0
157;10-14-2016 01:46:01;856.69;856.9;13.9;6.5;-99;-99;12.582;4100;1995;16.7;0.5;16;0
158;10-14-2016 02:46:01;856.58;856.9;13.1;6.6;-99;-99;12.567;4120;1939;16.1;0.4;15.5;0
159;10-14-2016 03:46:01;856;856.5;12.5;6.7;-99;-99;12.554;4035;1931;15.5;0.4;14.9;0
160;10-14-2016 04:46:01;856.09;856.5;11.7;6.7;-99;-99;12.542;4116;1948;14.9;0.4;14.4;0
161;10-14-2016 05:46:01;856.11;856.5;11.4;6.8;-99;-99;12.534;3981;2003;14.5;0.4;13.9;0
162;10-14-2016 06:46:01;856.12;856.6;10.8;6.9;-99;-99;12.526;4137;1944;14;0.3;13.4;0
163;10-14-2016 07:46:01;856.55;857;11.2;7;-99;-99;13.105;4113;1945;14.1;0.3;13.6;0
164;10-14-2016 08:46:01;856.66;857;14.7;6.7;-99;-99;14.42;4146;1929;16.3;0.4;16.3;0
165;10-14-2016 09:46:01;857.14;857.4;17.9;6.7;-99;-99;14.29;4031;1930;19.8;0.4;20.3;0
166;10-14-2016 10:46:01;857.19;857.4;19.5;6.9;-99;-99;13.856;3953;1933;22.6;0.5;23.2;0
167;10-14-2016 11:46:01;856.94;857.2;20.9;6.8;-99;-99;13.793;4120;1974;24.9;0.6;25.5;0
168;10-14-2016 12:46:01;856.7;856.8;20.9;7.3;-99;-99;13.795;3955;1870;26.2;0.6;26.7;0
169;10-14-2016 13:46:01;856.73;856.9;21.9;7.4;-99;-99;13.768;4163;1953;27;0.6;27.3;0
170;10-14-2016 14:46:01;856.62;856.6;21.2;7.6;-99;-99;13.802;4064;1961;26.6;0.6;26.7;0
171;10-14-2016 15:46:01;856.53;856.8;20.7;7.9;-99;-99;13.823;3866;1854;25.8;0.6;25.8;0
172;10-14-2016 16:46:01;856.51;856.6;19.6;8;-99;-99;13.854;4064;1912;24.6;0.6;24.3;0
173;10-14-2016 17:46:01;856.66;856.9;18.3;9.2;-99;-99;12.812;3992;2012;23.1;0.6;22.8;0
174;10-14-2016 18:46:01;856.74;857.1;16.5;10.1;-99;-99;12.735;4061;1954;21.1;0.5;20.5;0
175;10-14-2016 19:46:01;857.11;857.5;15.1;9.5;-99;-99;12.708;3930;1941;19.4;0.5;18.6;0
176;10-14-2016 20:46:01;857.76;858;13.7;8.9;-99;-99;12.684;4021;1962;17.8;0.5;16.9;0
177;10-14-2016 21:46:01;857.74;858.2;13;8.4;-99;-99;12.659;4032;1991;16.5;0.4;15.6;0
178;10-14-2016 22:46:01;857.64;858;12.5;8.2;-99;-99;12.637;3969;1894;15.8;0.4;15;0
179;10-14-2016 23:46:01;857.5;858;11.8;8;-99;-99;12.612;4052;1993;15;0.4;14.3;0
180;10-15-2016 00:46:01;857.46;857.9;11.7;7.8;-99;-99;12.59;4035;1952;14.8;0.4;14.3;0
181;10-15-2016 01:46:01;857.08;857.6;11.3;7.9;-99;-99;12.57;3967;1978;14.6;0.4;14.2;0
182;10-15-2016 02:46:01;856.85;857.4;10.3;7.7;-99;-99;12.554;3942;2010;14;0.3;13.4;0
183;10-15-2016 03:46:01;856.8;857.3;10.5;7.8;-99;-99;12.542;3939;1903;13.7;0.3;13.2;0
184;10-15-2016 04:46:01;856.71;857.4;9.1;7.4;-99;-99;12.531;4043;1921;12.9;0.3;12.3;0
185;10-15-2016 05:46:01;856.78;857.4;8.6;7.4;-99;-99;12.521;4099;1891;12.2;0.2;11.6;0
186;10-15-2016 06:46:01;857.13;857.9;7.7;7.3;-99;-99;12.511;4117;2017;11.4;0.2;10.7;0
187;10-15-2016 07:46:01;857.25;857.9;8;7.3;-99;-99;13.274;4061;1910;11.2;0.2;10.6;0
188;10-15-2016 08:46:01;857.74;858.3;11.9;7.1;-99;-99;14.478;3993;1963;13.6;0.3;13.6;0
189;10-15-2016 09:46:01;857.94;858.4;14.8;7;-99;-99;14.41;4101;1953;16.8;0.3;17.3;0
190;10-15-2016 10:46:01;857.94;858.5;16.1;7.4;-99;-99;13.948;4063;1886;19.3;0.4;19.8;0
191;10-15-2016 11:46:01;858.37;858.8;16.6;7.7;-99;-99;13.943;4016;1901;20.9;0.4;21.3;0
192;10-15-2016 12:46:01;858.24;858.6;16.7;7.9;-99;-99;13.945;3999;1847;21.9;0.5;22.2;0
193;10-15-2016 13:46:01;858.28;858.6;17.3;8.1;-99;-99;13.911;4056;1920;22.5;0.5;22.8;0
194;10-15-2016 14:46:01;858.41;858.6;18.2;7.7;-99;-99;13.875;4095;1988;23.1;0.5;23.3;0
195;10-15-2016 15:46:01;858.14;858.4;18.9;7.2;-99;-99;13.872;3920;1893;23.5;0.5;23.8;0
196;10-15-2016 16:46:01;858.16;858.4;18.2;7.1;-99;-99;13.875;4145;1917;23.3;0.5;23.5;0
197;10-15-2016 17:46:01;858.02;858.5;16.5;6.9;-99;-99;12.908;4157;1820;21.7;0.5;21.8;0
198;10-15-2016 18:46:01;858.51;858.8;14.2;7;-99;-99;12.741;4088;1917;19.4;0.4;18.8;0
199;10-15-2016 19:46:01;858.7;859.2;11.9;6.8;-99;-99;12.71;4032;1783;17;0.4;15.9;0
200;10-15-2016 20:46:01;858.93;859.6;10.3;6.8;-99;-99;12.682;3974;1819;14.8;0.4;13.5;0
201;10-15-2016 21:46:01;859.01;859.6;9.4;6.8;-99;-99;12.656;4010;1867;13.2;0.3;12;0
202;10-15-2016 22:46:01;859.05;859.8;8.2;6.9;-99;-99;12.629;4044;1790;11.9;0.3;10.8;0
203;10-15-2016 23:46:01;859.37;860.1;7.6;7;-99;-99;12.603;4021;1892;11;0.2;10.1;0
204;10-16-2016 00:46:01;859.48;860.2;6.9;7;-99;-99;12.577;3985;1828;10.2;0.2;9.5;0
205;10-16-2016 01:46:01;859.3;860;6.1;7.1;-99;-99;12.554;3926;1875;9.4;0.2;8.7;0
206;10-16-2016 02:46:01;859.18;859.9;5.7;7.1;-99;-99;12.535;3998;1887;8.9;0.2;8.3;0
207;10-16-2016 03:46:01;858.8;859.6;5.2;7.3;-99;-99;12.52;3923;1860;8.5;0.2;7.9;0
208;10-16-2016 04:46:01;858.84;859.5;4.7;7.2;-99;-99;12.508;3937;1887;8.1;0.2;7.5;0
209;10-16-2016 05:46:01;858.66;859.5;4.2;7.3;-99;-99;12.499;4005;1920;7.6;0.1;7.1;0
210;10-16-2016 06:46:01;858.81;859.7;3.8;7.3;-99;-99;12.49;4019;1900;7.2;0.1;6.7;0
211;10-16-2016 07:46:01;859.35;860;4.4;7.4;-99;-99;13.35;3989;1962;7.5;0.1;7;0
212;10-16-2016 08:46:01;859.54;860.1;8.7;7.2;-99;-99;14.598;4090;1910;10.3;0.2;10.4;0
213;10-16-2016 09:46:01;859.53;860;13.1;6.8;-99;-99;14.435;4035;1878;14.4;0.3;15.2;0
214;10-16-2016 10:46:01;859.38;859.9;15.6;6.5;-99;-99;13.947;4013;1883;18.3;0.3;19.3;0
215;10-16-2016 11:46:01;859.01;859.4;17;6.4;-99;-99;13.912;4156;1871;21.4;0.4;22.4;0
216;10-16-2016 12:46:01;858.71;859;18.1;6.3;-99;-99;13.884;4137;1888;23.4;0.5;24.2;0
217;10-16-2016 13:46:01;858.26;858.6;18.9;6.5;-99;-99;13.854;4079;1988;24.7;0.5;25.2;0
218;10-16-2016 14:46:01;858.09;858.5;19.3;6.9;-99;-99;13.854;4182;1976;25;0.5;25.3;0
219;10-16-2016 15:46:01;857.81;858;20;6.5;-99;-99;13.82;4105;1877;25.3;0.5;25.6;0
220;10-16-2016 16:46:01;857.57;857.9;19.5;6.4;-99;-99;13.858;4112;1897;25.1;0.5;25.3;0
221;10-16-2016 17:46:01;857.72;858.1;17.8;6.5;-99;-99;12.878;3938;2000;23.4;0.5;23.5;0
222;10-16-2016 18:46:01;858.05;858.4;15.2;6.4;-99;-99;12.75;4086;1953;20.9;0.4;20.2;0
223;10-16-2016 19:46:01;858.11;858.6;12.9;6.4;-99;-99;12.717;4044;1898;18.1;0.4;16.9;0
224;10-16-2016 20:46:01;858.28;858.8;11.2;6.3;-99;-99;12.689;4144;1934;15.8;0.4;14.6;0
225;10-16-2016 21:46:01;858.53;859.2;10.1;6.2;-99;-99;12.661;3996;1972;14.1;0.3;12.9;0
226;10-16-2016 22:46:01;858.72;859.3;9.4;6.2;-99;-99;12.633;4086;1863;12.9;0.3;11.9;0
227;10-16-2016 23:46:01;858.68;859.3;9;6.3;-99;-99;12.605;4062;1882;12.2;0.2;11.3;0
228;10-17-2016 00:46:01;858.39;859.1;8.6;6.3;-99;-99;12.578;4072;1905;11.8;0.2;11.1;0
229;10-17-2016 01:46:01;857.97;858.7;8.1;6.3;-99;-99;12.557;4106;1984;11.4;0.2;10.8;0
230;10-17-2016 02:46:01;857.43;858.3;7.6;6.3;-99;-99;12.54;4056;1920;10.9;0.2;10.3;0
231;10-17-2016 03:46:01;857.36;858.1;7.2;6.4;-99;-99;12.529;4197;2012;10.5;0.2;10;0
232;10-17-2016 04:46:01;857.02;857.8;7.2;6.5;-99;-99;12.519;4256;1966;10.3;0.2;9.8;0
233;10-17-2016 05:46:01;856.39;857.3;7.3;6.5;-99;-99;12.513;4032;1911;10.5;0.2;10.2;0
234;10-17-2016 06:46:01;856.84;857.7;6.7;6.5;-99;-99;12.507;4086;2029;10.3;0.1;9.8;0
235;10-17-2016 07:46:01;856.8;857.6;7.5;6.5;-99;-99;13.013;4068;1986;10.6;0.2;10.3;0
236;10-17-2016 08:46:01;856.94;857.5;11.4;6.3;-99;-99;14.509;4124;1923;13.1;0.3;13.2;0
237;10-17-2016 09:46:01;857.02;857.6;15.1;6;-99;-99;14.378;4061;1902;16.6;0.3;17.2;0
238;10-17-2016 10:46:01;856.82;857.2;18.4;5.6;-99;-99;13.883;4128;1905;20.7;0.4;21.6;0
239;10-17-2016 11:46:01;856.63;856.9;20.6;5.4;-99;-99;13.784;4149;1987;24.3;0.5;25.3;0
240;10-17-2016 12:46:01;856.6;856.9;21.3;5.6;-99;-99;13.793;4155;1901;26.6;0.5;27.5;0
241;10-17-2016 13:46:01;856.35;856.6;21.7;6;-99;-99;13.785;4118;1971;27.5;0.6;28;0
242;10-17-2016 14:46:01;856.02;856.2;22.3;6.1;-99;-99;13.759;4065;1899;27.9;0.6;28.3;0
243;10-17-2016 15:46:01;855.8;856;22.7;6;-99;-99;13.717;4206;1939;28.1;0.6;28.4;0
244;10-17-2016 16:46:01;855.91;856.1;21.2;6.2;-99;-99;12.924;4110;1945;27.1;0.6;27.1;0
245;10-17-2016 17:46:01;856.53;856.9;19.6;6.5;-99;-99;12.774;4079;1917;25.1;0.6;24.6;0
246;10-17-2016 18:46:01;856.66;856.9;17.7;7.5;-99;-99;12.738;3977;1947;22.9;0.6;22.2;0
247;10-17-2016 19:46:01;856.45;857;15.8;7;-99;-99;12.713;4112;1938;20.7;0.5;19.7;0
248;10-17-2016 20:46:01;856.65;857.1;14.6;6.6;-99;-99;12.687;4119;1950;18.9;0.5;17.8;0
249;10-17-2016 21:46:01;856.83;857.2;13.5;6.5;-99;-99;12.66;4083;1962;17.4;0.4;16.3;0
250;10-17-2016 22:46:01;856.54;857.1;12.2;6.4;-99;-99;12.631;4028;1950;16;0.4;15;0
251;10-17-2016 23:46:01;856.34;856.9;11.1;6.3;-99;-99;12.602;4132;1963;14.7;0.4;13.8;0
252;10-18-2016 00:46:01;856.07;856.6;10.3;6.3;-99;-99;12.578;4084;1845;13.6;0.3;12.7;0
253;10-18-2016 01:46:01;855.52;856.2;9.7;6.4;-99;-99;12.559;4083;1958;12.8;0.3;12.1;0
254;10-18-2016 02:46:01;855.3;856.1;9.1;6.3;-99;-99;12.546;4127;1891;12.3;0.2;11.7;0
255;10-18-2016 03:46:01;854.82;855.7;8.9;6.4;-99;-99;12.535;4063;2023;11.9;0.2;11.3;0
256;10-18-2016 04:46:01;854.84;855.7;8.6;6.4;-99;-99;12.527;4150;1916;11.8;0.2;11.3;0
257;10-18-2016 05:46:01;855.03;855.8;8.5;6.5;-99;-99;12.52;4229;1974;11.7;0.2;11.2;0
258;10-18-2016 06:46:01;855.28;856;8.3;6.5;-99;-99;12.514;4107;1952;11.7;0.2;11.3;0
